MSSubClass,MSZoning,LotArea,Utilities,Neighborhood,OverallCond,YearBuilt,RoofMatl,Exterior1st,ExterCond,Foundation,TotalBsmtSF,CentralAir,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageType,GarageCars,GarageArea,PavedDrive,YrSold,SaleType,SalePrice
90,RL,8000,AllPub,NAmes,4,1961,CompShg,BrkFace,TA,CBlock,1800,N,1800,2,0,6,2,10,,0,0,Y,2007,WD,141000
50,RM,12665,AllPub,OldTown,8,1915,CompShg,Wd Sdng,TA,BrkTil,876,Y,1416,1,1,4,1,7,Detchd,3,720,Y,2008,WD,153900
85,RL,16647,AllPub,Sawyer,5,1975,CompShg,HdBoard,TA,CBlock,1390,Y,1701,2,0,3,1,6,Basment,2,611,Y,2007,WD,171000
60,RL,9317,AllPub,SawyerW,5,1993,CompShg,HdBoard,TA,PConc,740,Y,1775,2,1,3,1,7,Attchd,2,425,Y,2009,WD,213000
20,RL,15523,AllPub,CollgCr,6,1972,CompShg,HdBoard,TA,CBlock,864,Y,864,1,0,3,1,5,Attchd,1,338,Y,2009,WD,133500
50,RL,45600,AllPub,ClearCr,8,1908,CompShg,Wd Sdng,TA,BrkTil,907,Y,2358,3,0,5,1,10,Detchd,2,360,Y,2008,WD,240000
80,RL,9600,AllPub,Veenker,7,1976,CompShg,Plywood,Gd,CBlock,528,Y,1855,2,1,3,1,7,Attchd,2,512,Y,2007,WD,187000
120,RM,4435,AllPub,CollgCr,5,2003,CompShg,VinylSd,TA,PConc,848,Y,848,1,0,1,1,3,Attchd,2,420,Y,2007,WD,131500
120,RL,3196,AllPub,Blmngtn,5,2003,CompShg,VinylSd,TA,PConc,1273,Y,1456,2,0,2,1,7,Attchd,2,400,Y,2006,WD,215000
75,RL,7128,AllPub,Crawfor,5,1941,CompShg,MetalSd,Gd,CBlock,918,Y,1646,2,0,4,1,7,Detchd,1,240,Y,2007,WD,164000
80,RL,12095,AllPub,NAmes,6,1964,CompShg,MetalSd,Gd,CBlock,1127,Y,1445,1,1,3,1,7,Attchd,2,645,Y,2009,WD,158000
20,RL,17920,AllPub,Sawyer,4,1955,CompShg,Wd Sdng,TA,CBlock,1763,Y,1779,1,1,3,1,6,Attchd,2,454,Y,2006,WD,170000
20,RL,6897,AllPub,Sawyer,8,1962,CompShg,HdBoard,Gd,CBlock,1040,Y,1040,1,1,3,1,6,Detchd,1,260,Y,2010,WD,127000
80,RL,10970,AllPub,CollgCr,6,1978,CompShg,Plywood,TA,CBlock,940,Y,1026,1,0,3,1,5,Detchd,2,576,Y,2008,WD,147000
60,RL,8125,AllPub,Gilbert,5,1994,CompShg,HdBoard,TA,PConc,702,Y,1481,2,1,3,1,6,Attchd,2,343,Y,2009,WD,174000
20,RL,10400,AllPub,NWAmes,5,1976,CompShg,HdBoard,TA,CBlock,1090,Y,1370,2,0,3,1,6,Attchd,2,479,Y,2009,WD,152000
60,RL,11029,AllPub,NWAmes,7,1968,CompShg,HdBoard,TA,CBlock,1054,Y,2654,2,1,4,1,9,Attchd,2,619,Y,2006,WD,250000
50,RL,7642,AllPub,Crawfor,8,1918,CompShg,Wd Sdng,TA,BrkTil,912,Y,1426,1,1,3,1,7,Detchd,1,216,Y,2007,WD,189950
190,RL,11625,AllPub,Sawyer,4,1965,CompShg,Plywood,TA,PConc,1039,Y,1039,1,1,3,1,6,Attchd,2,504,Y,2010,WD,131500
20,RL,9672,AllPub,SawyerW,5,1984,CompShg,HdBoard,TA,PConc,1040,Y,1097,2,0,3,1,6,Attchd,2,480,Y,2010,WD,152000
20,RL,7931,AllPub,NAmes,5,1959,CompShg,BrkFace,TA,CBlock,1148,Y,1148,1,0,3,1,6,Attchd,1,672,Y,2009,WD,132500
20,FV,8640,AllPub,Somerst,5,2007,CompShg,VinylSd,TA,PConc,1372,Y,1372,2,0,3,1,6,Attchd,2,529,Y,2008,New,250580
20,RL,8750,AllPub,NAmes,6,1970,CompShg,MetalSd,TA,CBlock,1002,Y,1002,1,0,3,1,5,Detchd,2,902,Y,2009,WD,148500
20,RL,10656,AllPub,Timber,5,2006,CompShg,VinylSd,TA,PConc,1638,Y,1646,2,0,3,1,6,Attchd,3,870,Y,2007,New,248900
20,RL,6970,AllPub,Sawyer,5,1961,CompShg,VinylSd,TA,CBlock,1040,Y,1120,1,1,3,1,5,Attchd,2,544,Y,2007,WD,129000
60,RL,14762,AllPub,Gilbert,6,1948,CompShg,Plywood,TA,Slab,0,Y,2320,2,0,2,1,7,Attchd,2,672,P,2006,WD,169000
60,RL,9938,AllPub,SawyerW,5,1993,CompShg,MetalSd,TA,PConc,1050,Y,1949,2,1,3,1,8,Attchd,2,574,Y,2010,WD,236000
20,RL,6600,AllPub,NAmes,5,1962,CompShg,MetalSd,TA,CBlock,894,N,894,1,0,2,1,5,Detchd,1,308,Y,2009,WD,109500
60,RL,8750,AllPub,CollgCr,5,1998,CompShg,VinylSd,TA,PConc,804,Y,1682,2,1,3,1,7,Attchd,2,523,Y,2010,WD,200500
20,RL,8892,AllPub,NAmes,7,1953,CompShg,WdShing,TA,Stone,105,Y,910,1,0,3,1,5,Attchd,2,414,Y,2008,WD,116000
40,RL,12144,AllPub,NAmes,7,1949,CompShg,HdBoard,TA,CBlock,832,Y,1268,1,0,3,1,6,Attchd,1,288,Y,2009,WD,133000
50,RM,5720,AllPub,OldTown,6,1941,CompShg,Wd Sdng,TA,CBlock,676,Y,1131,1,1,3,1,5,Detchd,1,200,Y,2009,WD,66500
60,FV,9000,AllPub,Somerst,5,2007,CompShg,CemntBd,TA,PConc,1184,Y,2610,2,1,4,1,11,BuiltIn,2,550,Y,2007,New,303477
20,RL,25286,AllPub,Mitchel,5,1963,CompShg,HdBoard,TA,PConc,1064,Y,1040,1,0,3,1,5,Attchd,2,648,Y,2007,WD,132250
60,RL,8834,AllPub,NridgHt,5,2004,CompShg,VinylSd,TA,PConc,1462,Y,2224,2,1,4,1,10,Attchd,3,738,Y,2009,WD,350000
85,RL,11782,AllPub,Sawyer,7,1961,CompShg,HdBoard,TA,CBlock,1109,Y,1155,1,0,3,1,6,Detchd,2,576,Y,2010,WD,148000
20,RL,7000,AllPub,CollgCr,8,1978,CompShg,VinylSd,Gd,CBlock,864,Y,864,1,0,3,1,6,Attchd,1,336,Y,2009,WD,136500
20,RL,7024,AllPub,Edwards,5,2005,CompShg,VinylSd,TA,PConc,1090,Y,1090,1,1,2,1,5,Attchd,2,450,Y,2007,WD,157000
50,RL,13758,AllPub,Timber,5,1990,CompShg,HdBoard,Gd,CBlock,1156,Y,1717,2,1,3,1,7,Attchd,2,400,Y,2007,WD,187500
60,RL,9636,AllPub,Gilbert,5,1992,CompShg,VinylSd,TA,PConc,808,Y,1593,2,1,3,1,7,BuiltIn,2,389,Y,2009,WD,178000
75,RL,6204,AllPub,SWISU,5,1912,CompShg,Wd Sdng,TA,PConc,795,N,2230,1,0,5,1,10,Detchd,1,440,Y,2006,WD,118500
20,RL,7150,AllPub,NAmes,5,1967,CompShg,HdBoard,TA,CBlock,892,Y,892,1,0,3,1,5,Attchd,1,288,Y,2009,WD,100000
120,FV,5119,AllPub,Somerst,5,1999,CompShg,MetalSd,TA,PConc,1698,Y,1709,2,0,2,1,5,Attchd,2,506,Y,2008,CWD,328900
90,RL,8393,AllPub,NAmes,5,1959,CompShg,MetalSd,TA,CBlock,1626,Y,1712,2,0,4,2,8,Attchd,2,588,Y,2006,WD,145000
50,RL,16466,AllPub,Edwards,7,1955,CompShg,MetalSd,Gd,PConc,816,Y,1393,1,1,3,1,8,Attchd,1,300,Y,2008,WD,135500
20,RL,15865,AllPub,NAmes,6,1970,Tar&Grv,Wd Sdng,Gd,PConc,2217,Y,2217,2,0,4,1,8,Attchd,2,621,Y,2007,WD,268000
20,RL,12160,AllPub,NAmes,4,1953,CompShg,Wd Sdng,TA,CBlock,1505,Y,1505,1,0,2,1,6,Attchd,2,505,Y,2009,WD,149500
50,RL,8064,AllPub,NAmes,7,1949,CompShg,MetalSd,Gd,CBlock,672,Y,924,1,0,3,1,6,Detchd,2,576,Y,2007,WD,122900
60,RL,11184,AllPub,Sawyer,5,1978,CompShg,HdBoard,TA,CBlock,918,Y,1683,2,1,3,1,7,Attchd,2,440,Y,2009,WD,172500
20,RL,8414,AllPub,Sawyer,8,1963,CompShg,HdBoard,TA,CBlock,1059,Y,1068,1,0,3,1,6,Attchd,1,264,Y,2006,WD,154500
20,RL,13284,AllPub,Sawyer,5,1954,CompShg,Wd Sdng,TA,PConc,1383,Y,1383,1,0,3,1,6,Attchd,1,354,Y,2008,WD,165000
90,RL,7018,AllPub,SawyerW,5,1979,CompShg,Plywood,TA,Slab,0,Y,1535,2,0,4,2,8,Attchd,2,400,Y,2009,WD,118858
60,RL,7056,AllPub,NAmes,5,1963,CompShg,HdBoard,TA,CBlock,780,Y,1796,1,1,4,1,8,Attchd,2,483,Y,2008,WD,140000
30,RM,8765,AllPub,IDOTRR,6,1936,CompShg,Wd Sdng,TA,BrkTil,951,N,951,1,0,2,1,6,Detchd,1,327,Y,2006,WD,106500
90,RL,7018,AllPub,SawyerW,5,1979,CompShg,Plywood,TA,Slab,0,Y,2240,2,0,6,2,12,Detchd,2,528,Y,2009,WD,142953
20,RL,12919,AllPub,NridgHt,5,2009,CompShg,VinylSd,TA,PConc,2330,Y,2364,2,1,2,1,11,Attchd,3,820,Y,2010,New,611657
20,RL,6993,AllPub,Sawyer,7,1961,CompShg,HdBoard,TA,CBlock,912,Y,1236,1,0,3,1,6,Attchd,1,288,Y,2006,WD,135000
20,RL,7340,AllPub,NAmes,6,1971,CompShg,HdBoard,TA,CBlock,858,Y,858,1,0,2,1,4,Detchd,1,684,Y,2007,WD,110000
20,RL,8712,AllPub,NAmes,7,1957,CompShg,MetalSd,Gd,CBlock,992,Y,1306,1,0,2,1,5,Detchd,1,756,Y,2009,WD,153000
60,RL,7875,AllPub,Gilbert,5,2003,CompShg,VinylSd,TA,PConc,783,Y,1509,2,1,3,1,8,Attchd,2,393,Y,2006,WD,180000
20,RL,14859,AllPub,Gilbert,5,2006,CompShg,VinylSd,TA,PConc,1670,Y,1670,2,0,3,1,7,Attchd,3,690,Y,2006,New,240000
20,RL,6173,AllPub,Sawyer,6,1967,CompShg,HdBoard,TA,CBlock,876,Y,902,1,0,3,1,6,Attchd,1,288,Y,2007,WD,125500
20,RL,9920,AllPub,NAmes,5,1954,CompShg,HdBoard,TA,CBlock,1056,Y,1063,1,0,3,1,6,Attchd,1,280,Y,2010,WD,128000
20,RL,13501,AllPub,Somerst,5,2006,CompShg,VinylSd,TA,PConc,1623,Y,1636,2,0,3,1,8,Attchd,3,865,Y,2007,WD,255000
50,RL,11500,AllPub,Crawfor,7,1936,CompShg,BrkFace,TA,CBlock,1017,Y,2057,1,1,3,1,6,Attchd,1,180,Y,2006,WD,250000
20,RL,8885,AllPub,Mitchel,5,1983,CompShg,HdBoard,TA,CBlock,864,Y,902,1,0,2,1,5,Attchd,2,484,Y,2006,WD,131000
60,RL,12589,AllPub,Gilbert,5,2005,CompShg,VinylSd,TA,PConc,742,Y,1484,2,1,3,1,8,Attchd,2,390,Y,2009,WD,174000
90,RL,11600,AllPub,NAmes,5,1960,CompShg,MetalSd,TA,CBlock,1105,Y,2274,2,0,5,2,12,Detchd,2,480,Y,2010,WD,154300
20,RL,9286,AllPub,CollgCr,7,1977,CompShg,HdBoard,TA,CBlock,1268,Y,1268,1,1,3,1,5,Detchd,1,252,Y,2009,WD,143500
30,RM,6120,AllPub,BrkSide,7,1925,CompShg,MetalSd,TA,BrkTil,768,N,1015,1,0,3,1,6,Detchd,1,450,Y,2006,WD,88000
90,RH,6270,AllPub,Crawfor,6,1949,CompShg,MetalSd,TA,CBlock,1001,N,2002,2,0,4,2,8,2Types,3,871,Y,2007,WD,145000
160,FV,3000,AllPub,Somerst,5,2009,CompShg,VinylSd,TA,PConc,612,Y,1224,2,1,2,1,4,Detchd,2,528,Y,2009,New,173733
160,RM,2001,AllPub,MeadowV,5,1970,CompShg,CemntBd,TA,CBlock,546,Y,1092,1,1,3,1,6,Attchd,1,286,Y,2007,WD,75000
20,C (all),9000,AllPub,IDOTRR,3,1949,CompShg,AsbShng,TA,CBlock,480,N,480,0,0,1,1,4,Detchd,1,308,Y,2006,WD,35311
20,RL,17140,AllPub,Edwards,6,1956,CompShg,VinylSd,TA,CBlock,1134,Y,1229,1,0,3,1,6,Attchd,1,284,Y,2009,WD,135000
60,RL,13125,AllPub,SawyerW,5,1991,CompShg,HdBoard,TA,PConc,1104,Y,2127,2,1,4,1,8,Attchd,3,833,Y,2007,WD,238000
20,RL,11029,AllPub,NAmes,8,1958,CompShg,MetalSd,TA,CBlock,1184,Y,1414,1,0,3,1,6,Attchd,2,601,Y,2008,WD,176500
60,RL,8462,AllPub,SawyerW,5,1994,CompShg,HdBoard,Gd,PConc,928,Y,1721,2,1,3,1,7,Attchd,2,471,Y,2007,WD,201000
90,RL,8777,AllPub,Edwards,7,1900,CompShg,MetalSd,TA,CBlock,1272,Y,2200,2,2,4,2,9,,0,0,N,2008,WD,145900
20,RL,10237,AllPub,Gilbert,5,2005,CompShg,VinylSd,TA,PConc,1316,Y,1316,2,0,3,1,6,Attchd,2,397,Y,2006,New,169990
120,RL,8012,AllPub,SawyerW,5,1993,CompShg,Plywood,TA,PConc,1604,Y,1617,2,0,2,1,5,Attchd,2,533,Y,2008,WD,193000
20,RL,10240,AllPub,NWAmes,6,1980,CompShg,Plywood,Gd,CBlock,1686,Y,1686,2,0,3,1,7,Attchd,2,612,Y,2006,WD,207500
20,RL,15611,AllPub,NWAmes,6,1977,CompShg,VinylSd,TA,PConc,1126,Y,1126,2,0,3,1,6,Attchd,2,540,Y,2008,WD,175000
60,RL,11999,AllPub,NridgHt,5,2003,CompShg,VinylSd,TA,PConc,1181,Y,2374,2,1,4,1,10,BuiltIn,3,656,Y,2007,WD,285000
60,RL,9900,AllPub,NWAmes,5,1968,CompShg,MetalSd,TA,CBlock,832,Y,1978,2,1,4,1,9,Attchd,2,486,Y,2008,WD,176000
20,RL,11838,AllPub,CollgCr,5,2001,CompShg,VinylSd,TA,PConc,1753,Y,1788,2,0,3,1,7,Attchd,2,522,Y,2009,WD,236500
60,RL,13006,AllPub,Gilbert,5,1997,CompShg,HdBoard,TA,PConc,964,Y,2236,2,1,4,1,8,BuiltIn,2,642,Y,2006,WD,222000
20,RL,8925,AllPub,Timber,5,2007,CompShg,VinylSd,TA,PConc,1466,Y,1466,2,0,3,1,7,Attchd,3,610,Y,2009,WD,201000
20,RL,9100,AllPub,NAmes,6,1965,CompShg,VinylSd,TA,CBlock,925,Y,925,1,0,2,1,5,Detchd,1,429,Y,2009,WD,117500
20,RL,11670,AllPub,Somerst,5,2006,CompShg,VinylSd,TA,PConc,1905,Y,1905,2,0,3,1,8,Attchd,3,788,Y,2007,WD,320000
20,RL,8487,AllPub,CollgCr,5,2004,CompShg,VinylSd,TA,PConc,1500,Y,1500,2,0,3,1,6,Attchd,2,570,Y,2009,WD,190000
20,RL,27650,AllPub,NAmes,7,1960,Tar&Grv,Wd Sdng,TA,CBlock,585,Y,2069,2,0,4,1,9,Attchd,2,505,Y,2008,WD,242000
30,RL,5825,AllPub,BrkSide,5,1926,CompShg,MetalSd,Gd,PConc,600,Y,747,1,0,1,1,5,Detchd,2,528,Y,2006,WD,79900
20,RL,10083,AllPub,SawyerW,5,2003,CompShg,VinylSd,TA,PConc,1176,Y,1200,2,0,2,1,5,Attchd,2,555,Y,2009,WD,184900
60,RL,9675,AllPub,Somerst,5,2005,CompShg,VinylSd,TA,PConc,1113,Y,1971,2,1,3,1,8,Attchd,2,689,Y,2009,WD,253000
60,RL,8760,AllPub,CollgCr,5,2006,CompShg,VinylSd,TA,PConc,1391,Y,1962,2,1,3,1,7,Attchd,3,868,Y,2006,New,239799
70,RL,24090,AllPub,ClearCr,7,1940,CompShg,MetalSd,Gd,CBlock,1032,Y,2403,2,0,4,1,10,Attchd,1,349,Y,2010,COD,244400
90,RL,12640,AllPub,Mitchel,5,1976,CompShg,Plywood,TA,CBlock,1728,Y,1728,2,0,4,2,8,Attchd,2,574,Y,2006,WD,150900
60,RL,8755,AllPub,Gilbert,5,1999,CompShg,VinylSd,TA,PConc,992,Y,2060,2,1,3,1,8,BuiltIn,2,390,Y,2009,WD,214000
90,RL,7711,AllPub,Edwards,3,1977,CompShg,MetalSd,TA,PConc,1440,Y,1440,2,0,4,2,8,,0,0,N,2007,Oth,150000
90,RL,25000,AllPub,Mitchel,4,1967,CompShg,HdBoard,TA,CBlock,1632,Y,1632,2,0,4,2,8,Attchd,2,576,P,2007,WD,143000
20,RL,14375,NoSeWa,Timber,6,1958,CompShg,HdBoard,TA,CBlock,819,Y,1344,1,0,3,1,7,Basment,2,525,Y,2009,COD,137500
50,RM,8820,AllPub,OldTown,6,1890,CompShg,VinylSd,TA,BrkTil,1088,Y,1869,1,0,2,1,7,Detchd,2,456,Y,2009,WD,124900
80,RL,8163,AllPub,NAmes,6,1959,CompShg,HdBoard,Gd,CBlock,1144,Y,1144,1,0,3,1,6,Attchd,1,796,Y,2006,WD,143000
20,RL,14536,AllPub,Timber,5,2002,CompShg,VinylSd,TA,PConc,1616,Y,1629,2,0,3,1,9,Attchd,3,808,Y,2007,WD,270000
60,RL,14006,AllPub,CollgCr,5,2002,CompShg,VinylSd,TA,PConc,936,Y,1776,2,1,3,1,7,Attchd,2,474,Y,2006,WD,192500
20,RL,9360,AllPub,NWAmes,7,1972,CompShg,Plywood,TA,CBlock,1161,Y,1381,1,1,3,1,5,Attchd,2,676,Y,2010,WD,197500
20,RL,7200,AllPub,NAmes,8,1950,CompShg,VinylSd,TA,CBlock,864,Y,864,1,0,3,1,5,Detchd,2,720,Y,2007,WD,129000
20,RH,7800,AllPub,SawyerW,5,1965,CompShg,VinylSd,TA,CBlock,828,Y,965,1,0,3,1,6,Detchd,1,300,Y,2006,WD,119900
85,RL,7200,AllPub,CollgCr,8,1972,CompShg,WdShing,Gd,CBlock,768,Y,768,1,0,2,1,5,Detchd,1,396,Y,2009,WD,133900
60,RL,11075,AllPub,Mitchel,4,1969,CompShg,HdBoard,TA,CBlock,784,Y,1968,2,1,4,1,7,Attchd,2,530,Y,2008,WD,172000
90,RL,9400,AllPub,Edwards,5,1975,Tar&Grv,WdShing,TA,CBlock,945,Y,980,2,0,4,0,4,,0,0,Y,2006,WD,127500
90,RH,7136,AllPub,Crawfor,6,1946,CompShg,MetalSd,TA,CBlock,979,N,1958,2,0,4,2,8,Attchd,2,492,Y,2007,WD,145000
160,RM,1300,AllPub,Blueste,6,1980,CompShg,MetalSd,TA,CBlock,561,Y,1229,1,1,2,1,5,Attchd,2,462,Y,2009,WD,124000
20,RL,7420,AllPub,Sawyer,5,1962,CompShg,MetalSd,TA,CBlock,1057,Y,1057,1,0,3,1,6,Detchd,2,576,Y,2007,WD,132000
20,RL,8450,AllPub,CollgCr,5,2003,CompShg,VinylSd,TA,PConc,1337,Y,1337,2,0,3,1,6,Attchd,2,531,Y,2007,WD,185000
160,FV,2572,AllPub,Somerst,5,1999,CompShg,MetalSd,TA,PConc,696,Y,1416,2,1,3,1,6,Detchd,2,484,Y,2010,WD,155000
20,RL,7207,AllPub,BrkSide,7,1958,CompShg,Wd Sdng,Gd,CBlock,858,Y,858,1,0,2,1,4,,0,0,Y,2010,WD,116500
60,RL,12227,AllPub,NWAmes,7,1977,CompShg,HdBoard,Gd,CBlock,1330,Y,2872,2,1,4,1,11,Attchd,2,619,Y,2008,WD,272000
160,RL,2308,AllPub,NPkVill,6,1976,CompShg,Plywood,TA,CBlock,804,Y,1548,2,1,3,1,7,Detchd,2,440,Y,2007,WD,155000
20,RL,11923,AllPub,CollgCr,5,2007,CompShg,VinylSd,TA,PConc,1800,Y,1800,2,0,2,1,7,Attchd,2,702,Y,2009,WD,239000
60,RL,11316,AllPub,Timber,5,2002,CompShg,VinylSd,TA,PConc,817,Y,1894,2,1,4,1,8,BuiltIn,2,510,Y,2010,WD,214900
60,RL,10237,AllPub,Gilbert,5,2005,CompShg,VinylSd,TA,PConc,783,Y,1484,2,1,3,1,8,Attchd,2,393,Y,2007,New,178900
50,RL,9600,AllPub,Crawfor,7,1940,CompShg,MetalSd,Gd,BrkTil,728,Y,1308,1,1,2,1,7,Detchd,1,256,Y,2009,WD,160000
20,RL,7390,AllPub,NAmes,7,1955,CompShg,Wd Sdng,TA,CBlock,1098,Y,1098,1,0,3,1,6,Attchd,1,260,Y,2008,WD,135000
50,RM,5925,AllPub,OldTown,6,1910,CompShg,VinylSd,TA,BrkTil,600,N,968,1,0,2,1,6,,0,0,Y,2009,WD,37900
190,RL,10382,AllPub,NAmes,5,1958,CompShg,HdBoard,Fa,CBlock,588,Y,1095,1,0,2,1,6,Attchd,1,264,Y,2006,ConLD,140000
50,RL,10800,AllPub,NAmes,4,1949,CompShg,AsbShng,TA,CBlock,720,N,1192,1,1,4,1,6,,0,0,Y,2006,WD,135000
160,RL,2268,AllPub,NridgHt,5,2003,CompShg,VinylSd,TA,PConc,764,Y,1626,2,0,2,1,6,BuiltIn,2,474,Y,2009,WD,173000
120,RL,7892,AllPub,SawyerW,5,1979,CompShg,Plywood,TA,CBlock,918,Y,918,2,0,2,1,5,Attchd,1,264,Y,2010,WD,99500
20,FV,11639,AllPub,Somerst,5,2007,CompShg,CemntBd,TA,PConc,1428,Y,1428,2,0,3,1,6,Attchd,2,480,Y,2008,New,182000
70,RL,11414,AllPub,BrkSide,8,1910,CompShg,HdBoard,Gd,BrkTil,728,N,2019,1,0,3,1,8,Detchd,2,532,Y,2009,WD,167500
160,FV,2651,AllPub,Somerst,5,2000,CompShg,MetalSd,TA,PConc,673,Y,1382,2,1,3,1,6,Detchd,2,490,Y,2006,WD,165000
30,RL,5900,AllPub,BrkSide,7,1923,CompShg,Wd Sdng,TA,PConc,440,Y,869,1,0,2,1,4,,0,0,Y,2006,WD,85500
120,FV,4274,AllPub,Somerst,5,2006,CompShg,VinylSd,TA,PConc,1241,Y,1241,1,1,1,1,4,Attchd,2,569,Y,2007,New,199900
20,RL,9450,AllPub,Edwards,5,1954,CompShg,MetalSd,TA,CBlock,894,Y,894,1,0,3,1,5,Detchd,2,400,Y,2007,WD,110000
20,RL,8816,AllPub,Sawyer,6,1963,CompShg,VinylSd,TA,PConc,1121,Y,1121,1,0,3,1,5,Detchd,2,480,Y,2009,WD,139000
85,RL,12122,AllPub,NAmes,9,1961,CompShg,CemntBd,TA,CBlock,944,Y,999,1,0,3,1,6,Attchd,2,588,Y,2008,WD,178400
60,RL,12203,AllPub,NoRidge,5,1998,CompShg,VinylSd,TA,PConc,1225,Y,2612,2,1,4,1,8,Attchd,3,676,Y,2009,WD,336000
20,RL,3182,AllPub,Blmngtn,5,2007,CompShg,VinylSd,TA,PConc,1266,Y,1266,2,0,2,1,6,Attchd,2,388,Y,2008,WD,159895
60,RL,11250,AllPub,CollgCr,5,2002,CompShg,CemntBd,TA,PConc,1128,Y,2290,2,1,4,1,9,Attchd,2,779,Y,2008,WD,255900
90,RL,10125,AllPub,Mitchel,5,1977,CompShg,Plywood,TA,CBlock,0,Y,1734,2,0,4,2,8,Attchd,2,539,Y,2009,COD,126000
190,RL,10880,AllPub,Edwards,5,1950,CompShg,MetalSd,TA,CBlock,1164,N,1164,1,0,3,1,5,Detchd,1,240,Y,2008,ConLD,125000
50,RM,5310,AllPub,OldTown,8,1910,CompShg,VinylSd,Gd,CBlock,485,Y,1635,1,0,2,1,5,Attchd,1,255,Y,2006,WD,117000
20,RL,10159,AllPub,NridgHt,5,2009,CompShg,VinylSd,TA,PConc,1930,Y,1940,2,1,3,1,8,Attchd,3,606,Y,2010,New,395192
60,RL,12046,AllPub,NWAmes,6,1976,CompShg,Plywood,TA,CBlock,848,Y,2030,2,1,4,1,8,Attchd,2,551,Y,2007,WD,195000
60,FV,8125,AllPub,Somerst,5,2006,CompShg,VinylSd,TA,PConc,770,Y,1576,2,1,3,1,6,Attchd,2,614,Y,2006,New,197000
60,RL,9452,AllPub,NoRidge,5,1997,CompShg,VinylSd,TA,PConc,1396,Y,2392,2,1,3,1,7,Attchd,3,870,Y,2006,WD,348000
70,RM,17671,AllPub,OldTown,9,1882,CompShg,Wd Sdng,Gd,BrkTil,916,Y,1742,1,1,4,1,8,Attchd,2,424,P,2009,WD,168000
60,RL,9760,AllPub,NAmes,8,1964,CompShg,Wd Sdng,TA,CBlock,822,Y,1851,2,1,3,1,7,Attchd,2,440,Y,2007,WD,187000
60,RL,8846,AllPub,CollgCr,5,2005,CompShg,VinylSd,TA,PConc,750,Y,1500,2,1,3,1,6,Attchd,2,564,Y,2006,New,173900
20,RL,12456,AllPub,NridgHt,5,2006,CompShg,CemntBd,TA,PConc,1700,Y,1718,2,0,3,1,7,Attchd,3,786,Y,2009,WD,337500
50,RL,4712,AllPub,BrkSide,7,1946,CompShg,MetalSd,TA,CBlock,747,Y,1230,1,1,3,1,5,Detchd,1,305,Y,2006,WD,121600
20,RL,10659,AllPub,NAmes,6,1961,CompShg,Wd Sdng,TA,CBlock,1050,Y,1050,1,0,3,1,6,Attchd,1,368,Y,2006,COD,136500
20,RL,11717,AllPub,NWAmes,6,1970,CompShg,HdBoard,TA,CBlock,1442,Y,1442,2,0,2,1,6,Attchd,2,615,Y,2009,WD,185000
30,RM,9786,AllPub,IDOTRR,4,1922,CompShg,Wd Sdng,TA,BrkTil,1007,N,1077,1,0,3,1,6,Detchd,1,210,P,2006,WD,91000
20,RL,6762,AllPub,CollgCr,5,2006,CompShg,VinylSd,TA,PConc,1187,Y,1208,2,0,2,1,6,Attchd,2,632,Y,2010,WD,206000
20,RL,10206,AllPub,Edwards,3,1952,Tar&Grv,BrkComm,TA,Slab,0,N,944,1,0,2,1,4,Detchd,2,528,Y,2009,WD,82000
30,RL,5400,AllPub,OldTown,6,1920,CompShg,Wd Sdng,TA,BrkTil,691,Y,691,1,0,2,1,4,Detchd,1,216,N,2007,WD,86000
20,RL,11957,AllPub,Somerst,5,2006,CompShg,VinylSd,TA,PConc,1574,Y,1574,2,0,3,1,7,Attchd,3,824,Y,2008,WD,232000
90,RL,11500,AllPub,NWAmes,6,1976,CompShg,VinylSd,TA,CBlock,1680,Y,1680,2,0,4,2,8,Detchd,2,528,Y,2007,WD,136905
120,RL,3182,AllPub,Blmngtn,5,2005,CompShg,VinylSd,TA,PConc,1346,Y,1504,2,0,1,1,7,Attchd,2,457,Y,2009,WD,181000
80,RL,8385,AllPub,CollgCr,8,1977,CompShg,HdBoard,TA,CBlock,985,Y,985,2,0,3,1,6,Attchd,1,328,Y,2008,WD,149900
20,RL,12155,AllPub,NAmes,3,1970,CompShg,Plywood,TA,CBlock,1657,Y,1657,2,0,3,1,7,Attchd,2,484,Y,2007,WD,163500
160,RM,2217,AllPub,MeadowV,4,1970,CompShg,CemntBd,TA,CBlock,546,Y,1092,1,1,3,1,6,Attchd,1,286,Y,2009,WD,88000
20,RL,12118,AllPub,Mitchel,5,2004,CompShg,VinylSd,TA,PConc,1710,Y,1710,2,0,3,1,7,Attchd,2,550,Y,2009,WD,240000
50,RL,6000,AllPub,SWISU,5,1926,CompShg,Wd Sdng,Fa,BrkTil,1008,Y,1522,2,0,4,1,7,,0,0,P,2006,WD,102000
50,RL,21286,AllPub,Sawyer,5,1948,CompShg,Wd Sdng,TA,CBlock,720,Y,1271,2,0,4,1,7,Attchd,1,312,Y,2008,WD,135000
90,RL,9825,AllPub,Edwards,5,1965,CompShg,AsphShn,TA,CBlock,0,N,1664,2,0,4,2,8,,0,0,Y,2010,WD,100000
